xml_id,div_type,chapter,text_preview,text_full,category_primary,category_secondary,cultural_markers,notes
p00575,chapter,3,"No Jane Carlyle, more’s the pity.","No Jane Carlyle, more’s the pity.",,,,
p00576,chapter,3,"Poor old Beatrice began by wanting to show how self-denying and supportive Ellen Ash was and she messed around looking up every recipe for gooseberry jam and every jaunt to Broadstairs for twenty-five years, can you believe it, and woke up to find that no one wanted selfdenial and dedication any more, they wanted proof that Ellen was raging with rebellion and pain and untapped talent.","Poor old Beatrice began by wanting to show how self-denying and supportive Ellen Ash was and she messed around looking up every recipe for gooseberry jam and every jaunt to Broadstairs for twenty-five years, can you believe it, and woke up to find that no one wanted selfdenial and dedication any more, they wanted proof that Ellen was raging with rebellion and pain and untapped talent.",,,,
p00577,chapter,3,Poor Beatrice.,Poor Beatrice.,,,,
p00578,chapter,3,"One publication to her name, and a slim book called Helpmeets without irony doesn’t go down well with today’s feminists.","One publication to her name, and a slim book called Helpmeets without irony doesn’t go down well with today’s feminists.",,,,
p00579,chapter,3,"One little anthology in 1950 of wise, witty and tender sayings from the female companions of the great.","One little anthology in 1950 of wise, witty and tender sayings from the female companions of the great.",,,,
p00580,chapter,3,D.,D.,,,,
p00581,chapter,3,"Wordsworth, J.","Wordsworth, J.",,,,
p00582,chapter,3,"Carlyle, E.","Carlyle, E.",,,,
p00583,chapter,3,"Tennyson, Ellen Ash.","Tennyson, Ellen Ash.",,,,
p00584,chapter,3,But the Women’s Studies people can’t get their hands on all that stuff to publish as long as poor old Bea is still the official editor.,But the Women’s Studies people can’t get their hands on all that stuff to publish as long as poor old Bea is still the official editor.,,,,
p00585,chapter,3,She doesn’t know what’s hit her.”,She doesn’t know what’s hit her.”,,,,
p00586,chapter,3,Roland did not want to hear another long speech from Blackadder about Beatrice Nest’s long-delayed edition of Ellen Ash.,Roland did not want to hear another long speech from Blackadder about Beatrice Nest’s long-delayed edition of Ellen Ash.,,,,
p00587,chapter,3,"There was a note that came into Blackadder’s voice when he got onto the subject of Beatrice, a jarring, snarling note, that put Roland in mind of hounds baying.","There was a note that came into Blackadder’s voice when he got onto the subject of Beatrice, a jarring, snarling note, that put Roland in mind of hounds baying.",,,,
p00588,chapter,3,"(He had never heard hounds baying except on the television.) The idea of Cropper produced a furtive, conspiratorial look in the scholar.","(He had never heard hounds baying except on the television.) The idea of Cropper produced a furtive, conspiratorial look in the scholar.",,,,
p00589,chapter,3,Roland did not offer to accompany Blackadder to the London Library.,Roland did not offer to accompany Blackadder to the London Library.,,,,
p00590,chapter,3,He went off to look for coffee.,He went off to look for coffee.,,,,
p00591,chapter,3,"After that he could pursue Miss LaMotte, who now had an identity of sorts, through the Catalogue, like any other dead soul.","After that he could pursue Miss LaMotte, who now had an identity of sorts, through the Catalogue, like any other dead soul.",,,,
p00592,chapter,3,"He emerged amongst the Egyptian heavyweights and saw, between two huge stone legs, something rapid and white and golden that turned out to be Fergus Wolff, also heading for coffee.","He emerged amongst the Egyptian heavyweights and saw, between two huge stone legs, something rapid and white and golden that turned out to be Fergus Wolff, also heading for coffee.",,,,
p00593,chapter,3,"Fergus was very tall, with brassy hair cut long on top and short at the back, in the 1980s version of the 1930s, over a dazzling white heavy sweater and loose black trousers like a Japanese martial artist.","Fergus was very tall, with brassy hair cut long on top and short at the back, in the 1980s version of the 1930s, over a dazzling white heavy sweater and loose black trousers like a Japanese martial artist.",,,,
p00594,chapter,3,"He smiled at Roland, a pleased, voracious smile, with bright blue eyes and a long mouth terribly full of strong white teeth.","He smiled at Roland, a pleased, voracious smile, with bright blue eyes and a long mouth terribly full of strong white teeth.",,,,
p00595,chapter,3,"He was older than Roland, a child of the Sixties who had temporarily dropped out, opted for freedom and Parisian revolutions, sitting at the feet of Barthes and Foucault, before coming back to dazzle Prince Albert College.","He was older than Roland, a child of the Sixties who had temporarily dropped out, opted for freedom and Parisian revolutions, sitting at the feet of Barthes and Foucault, before coming back to dazzle Prince Albert College.",,,,
p00596,chapter,3,"He was pleasant enough in general, though most people who met him formed the vaguest of ideas that he might be dangerous in some unspecified way.","He was pleasant enough in general, though most people who met him formed the vaguest of ideas that he might be dangerous in some unspecified way.",,,,
p00597,chapter,3,Roland liked Fergus because Fergus seemed to like him.,Roland liked Fergus because Fergus seemed to like him.,,,,
p00598,chapter,3,Fergus was writing a deconstructive account of Balzac’s Chef-d’Oeuvre Inconnu.,Fergus was writing a deconstructive account of Balzac’s Chef-d’Oeuvre Inconnu.,,,,
p00599,chapter,3,Roland had ceased to be surprised that an English Department was sponsoring the study of French books.,Roland had ceased to be surprised that an English Department was sponsoring the study of French books.,,,,
p00600,chapter,3,"There seemed to be nothing else nowadays, and in any case Roland did not want to be thought insular.","There seemed to be nothing else nowadays, and in any case Roland did not want to be thought insular.",,,,
p00601,chapter,3,"His own French, owing to his mother’s passionate interference with his education, was good.","His own French, owing to his mother’s passionate interference with his education, was good.",,,,
p00602,chapter,3,"Fergus sprawled in the cafeteria banquette and said the challenge was to deconstruct something that had apparently already deconstructed itself, since the book was about a painting that turned out to be nothing but a chaotic mass of brush-strokes.","Fergus sprawled in the cafeteria banquette and said the challenge was to deconstruct something that had apparently already deconstructed itself, since the book was about a painting that turned out to be nothing but a chaotic mass of brush-strokes.",,,,
p00603,chapter,3,"Roland listened politely and said, “Do you know anything about a Miss LaMotte who wrote children’s stories and religious poetry in the 1850s or thereabouts?” Fergus laughed rather a long time at this, and said tersely, “I should.” “Who was she?” “Christabel LaMotte.","Roland listened politely and said, “Do you know anything about a Miss LaMotte who wrote children’s stories and religious poetry in the 1850s or thereabouts?” Fergus laughed rather a long time at this, and said tersely, “I should.” “Who was she?” “Christabel LaMotte.",,,,
p00604,chapter,3,"Daughter of Isidore, the mythographer.","Daughter of Isidore, the mythographer.",,,,
p00605,chapter,3,Last Things.,Last Things.,,,,
p00606,chapter,3,Tales Told in November.,Tales Told in November.,,,,
p00607,chapter,3,An epic called The Fairy Melusina.,An epic called The Fairy Melusina.,,,,
p00608,chapter,3,Very bizarre.,Very bizarre.,,,,
p00609,chapter,3,Do you know about Melusina?,Do you know about Melusina?,,,,
p00610,chapter,3,"She was a fairy who married a mortal to gain a soul, and made a pact that he would never spy on her on Saturdays, and for years he never did, and they had six sons, all with strange defects-odd ears, giant tusks, a catshead growing out of one cheek, three eyes, that sort of thing.","She was a fairy who married a mortal to gain a soul, and made a pact that he would never spy on her on Saturdays, and for years he never did, and they had six sons, all with strange defects-odd ears, giant tusks, a catshead growing out of one cheek, three eyes, that sort of thing.",,,,
p00611,chapter,3,One was called Geoffroy à la Grande Dent and one was called Horrible.,One was called Geoffroy à la Grande Dent and one was called Horrible.,,,,
p00612,chapter,3,"She built castles, real ones that still exist, in Poitou.","She built castles, real ones that still exist, in Poitou.",,,,
p00613,chapter,3,"And in the end, of course, he looked through the keyhole-or made one in her steel door with his sword-point according to one version- and there she was in a great marble bath disporting herself.","And in the end, of course, he looked through the keyhole-or made one in her steel door with his sword-point according to one version- and there she was in a great marble bath disporting herself.",,,,
p00614,chapter,3,"And from the waist down she was a fish or a serpent, Rabelais says an “andouille,” a kind of huge sausage, the symbolism is obvious, and she beat the water with her muscular tail.","And from the waist down she was a fish or a serpent, Rabelais says an “andouille,” a kind of huge sausage, the symbolism is obvious, and she beat the water with her muscular tail.",,,,
p00615,chapter,3,"And he said nothing and she did nothing until Geoffroy, the tough son, took exception to his brother Fromont taking refuge in a monastery, and when he wouldn’t come out, he piled up brushwood and burned the whole thing down, monks and Fromont and all.","And he said nothing and she did nothing until Geoffroy, the tough son, took exception to his brother Fromont taking refuge in a monastery, and when he wouldn’t come out, he piled up brushwood and burned the whole thing down, monks and Fromont and all.",,,,
p00616,chapter,3,"And when this was reported, Raimondin (he was the original knight, the husband) said, “This is all your fault, I should never have married a horrible snake.” And then she reproached him and turned into a dragon, and flew away round the battlements making a terrible noise and battering the stones.","And when this was reported, Raimondin (he was the original knight, the husband) said, “This is all your fault, I should never have married a horrible snake.” And then she reproached him and turned into a dragon, and flew away round the battlements making a terrible noise and battering the stones.",,,,
p00617,chapter,3,"Oh, before that she gave him strict injunctions to be sure to kill Horrible or he would destroy them all, which was duly done.","Oh, before that she gave him strict injunctions to be sure to kill Horrible or he would destroy them all, which was duly done.",,,,
p00618,chapter,3,"And she comes back to the Counts of Lusignan to foretell deaths-she is a kind of Dame Blanche, or Fata Bianca.","And she comes back to the Counts of Lusignan to foretell deaths-she is a kind of Dame Blanche, or Fata Bianca.",,,,
p00619,chapter,3,"“There are all sorts of symbolic and mythological and psychoanalytic interpretations, you can imagine.","“There are all sorts of symbolic and mythological and psychoanalytic interpretations, you can imagine.",,,,
p00620,chapter,3,Christabel LaMotte wrote this long and very convoluted poem about Melusina’s story in the 1860s and it was published at the beginning of the 1870s.,Christabel LaMotte wrote this long and very convoluted poem about Melusina’s story in the 1860s and it was published at the beginning of the 1870s.,,,,
p00621,chapter,3,"It’s an odd affair-tragedy and romance and symbolism rampant all over it, a kind of dream-world full of strange beasts and hidden meanings and a really weird sexuality or sensuality.","It’s an odd affair-tragedy and romance and symbolism rampant all over it, a kind of dream-world full of strange beasts and hidden meanings and a really weird sexuality or sensuality.",,,,
p00622,chapter,3,The feminists are crazy about it.,The feminists are crazy about it.,,,,
p00623,chapter,3,They say it expresses women’s impotent desire.,They say it expresses women’s impotent desire.,,,,
p00624,chapter,3,"It wasn’t much read until they rediscovered it-Virginia Woolf knew it, she adduced it as an image of the essential androgyny of the creative mind-but the new feminists see Melusina in her bath as a symbol of self-sufficient female sexuality needing no poor males.","It wasn’t much read until they rediscovered it-Virginia Woolf knew it, she adduced it as an image of the essential androgyny of the creative mind-but the new feminists see Melusina in her bath as a symbol of self-sufficient female sexuality needing no poor males.",,,,
p00625,chapter,3,"I like it, it’s disturbing.","I like it, it’s disturbing.",,,,
p00626,chapter,3,It keeps changing focus.,It keeps changing focus.,,,,
p00627,chapter,3,From very precise description of the scaly tail to cosmic battles.” “That’s very useful.,From very precise description of the scaly tail to cosmic battles.” “That’s very useful.,,,,
p00628,chapter,3,I’ll look it up.” “Why do you want to know?” “I came across a reference in Randolph Ash.,I’ll look it up.” “Why do you want to know?” “I came across a reference in Randolph Ash.,,,,
p00629,chapter,3,"There’s a reference to almost everything in Randolph Ash, sooner or later.","There’s a reference to almost everything in Randolph Ash, sooner or later.",,,,
p00630,chapter,3,Why did I make you laugh?” “I became an involuntary expert on Christabel LaMotte.,Why did I make you laugh?” “I became an involuntary expert on Christabel LaMotte.,,,,
p00631,chapter,3,There are two people in the world who know all that is known about Christabel LaMotte.,There are two people in the world who know all that is known about Christabel LaMotte.,,,,
p00632,chapter,3,"One is Professor Leonora Stern, in Tallahassee.","One is Professor Leonora Stern, in Tallahassee.",,,,
p00633,chapter,3,And the other is Dr Maud Bailey in Lincoln University.,And the other is Dr Maud Bailey in Lincoln University.,,,,
p00634,chapter,3,I met them both at that Paris conference on sexuality and textuality I went to.,I met them both at that Paris conference on sexuality and textuality I went to.,,,,
p00635,chapter,3,If you remember.,If you remember.,,,,
p00636,chapter,3,I don’t think they like men.,I don’t think they like men.,,,,
p00637,chapter,3,Nevertheless I had a brief affair with the redoubtable Maud.,Nevertheless I had a brief affair with the redoubtable Maud.,,,,
p00638,chapter,3,In Paris and then here.” He stopped and frowned to himself.,In Paris and then here.” He stopped and frowned to himself.,,,,
p00639,chapter,3,He opened his mouth to say more and then closed it again.,He opened his mouth to say more and then closed it again.,,,,
p00640,chapter,3,"He said after a time, “She-Maud- runs a Women’s Resource Centre in Lincoln.","He said after a time, “She-Maud- runs a Women’s Resource Centre in Lincoln.",,,,
p00641,chapter,3,They’ve got quite a lot of Christabel’s unpublished papers there.,They’ve got quite a lot of Christabel’s unpublished papers there.,,,,
p00642,chapter,3,"If you want anything out of the way, there’s where to look.” “I might.","If you want anything out of the way, there’s where to look.” “I might.",,,,
p00643,chapter,3,Thanks.,Thanks.,,,,
p00644,chapter,3,What is she like?,What is she like?,,,,
p00645,chapter,3,"Will she eat me?” “She thicks men’s blood with cold,” said Fergus with a lot of undecodable feeling.","Will she eat me?” “She thicks men’s blood with cold,” said Fergus with a lot of undecodable feeling.",,,,
